triple,beta12,beta13,beta23,alpha,T1,T_alpha,W_over_T1,evidence
"no_pair_loops_(1,1,1)",1,1,1,0.666666676666667,9,1.67583895975694e+23,1.86204328861882e+22,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66666667726311,9,1.40848390076803e+23,1.56498211196448e+22,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666677895128,9,1.18378139647596e+23,1.31531266275106e+22,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666678564843,9,9.94926783671126e+22,1.10547420407903e+22,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666679274502,9,8.36201123135078e+22,9.29112359038975e+21,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666680026488,9,7.02797710172932e+22,7.80886344636591e+21,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666680823326,9,5.90676856880156e+22,6.56307618755729e+21,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666681667691,9,4.96443213550462e+22,5.51603570611624e+21,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666682562417,9,4.172431193211e+22,4.63603465912333e+21,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666683510509,9,3.50678217546236e+22,3.89642463940263e+21,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666684515149,9,2.94732753256184e+22,3.27480836951316e+21,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66666668557971,9,2.47712548601997e+22,2.7523616511333e+21,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666686707767,9,2.08193723375636e+22,2.31326359306262e+21,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666687903105,9,1.74979527857124e+22,1.94421697619027e+21,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666689169739,9,1.47064162192155e+22,1.6340462465795e+21,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66666669051192,9,1.23602275516465e+22,1.37335861684962e+21,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666691934155,9,1.03883382581751e+22,1.1542598064639e+21,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666693441218,9,8.73103429981387e+21,9.70114922201542e+20,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666695038169,9,7.3381283680268e+21,8.15347596447422e+20,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666696730369,9,6.16743982274919e+21,6.85271091416576e+20,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666698523499,9,5.18351711636142e+21,5.7594634626238e+20,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666700423579,9,4.35656449710362e+21,4.84062721900403e+20,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666702436989,9,3.66153977665091e+21,4.06837752961212e+20,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666704570486,9,3.07739593027306e+21,3.41932881141451e+20,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666706831235,9,2.58644344696839e+21,2.8738260521871e+20,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666709226825,9,2.17381509057122e+21,2.41535010063469e+20,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666711765299,9,1.82701542684987e+21,2.0300171409443e+20,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666714455177,9,1.53554246746557e+21,1.70615829718396e+20,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666717305492,9,1.29056964483455e+21,1.43396627203839e+20,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666720325813,9,1.08467856430523e+21,1.20519840478359e+20,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666723526278,9,9.11634337803545e+20,1.01292704200394e+20,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666726917633,9,7.66196718286645e+20,8.51329686985161e+19,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666730511263,9,6.43961504733851e+20,7.15512783037612e+19,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666734319233,9,5.41227083580739e+20,6.01363426200821e+19,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666738354327,9,4.54882405629384e+20,5.0542489514376e+19,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666742630091,9,3.82312724476351e+20,4.24791916084834e+19,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66666674716088,9,3.21320452178617e+20,3.57022724642908e+19,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666751961906,9,2.70058583125078e+20,3.00065092361198e+19,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666757049286,9,2.26974779969102e+20,2.52194199965669e+19,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666762440099,9,1.90764353100561e+20,2.11960392333957e+19,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666768152444,9,1.60330755465335e+20,1.78145283850372e+19,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666774205498,9,1.34752384553456e+20,1.49724871726063e+19,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666780619582,9,1.1325465900004e+20,1.25838510000044e+19,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66666678741623,9,9.51865743693939e+19,1.05762860410438e+19,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66666679461826,9,8.00009817385935e+19,8.88899797095483e+18,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666802249851,9,6.7238023133069e+19,7.47089145922989e+18,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666810336623,9,5.65112036529627e+19,6.27902262810696e+18,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666818905725,9,4.749568759425e+19,5.27729862158333e+18,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666827985925,9,3.99184620842275e+19,4.43538467602528e+18,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666837607709,9,3.3550069537123e+19,3.72778550412478e+18,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666847803377,9,2.81976585680262e+19,3.13307317422514e+18,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66666685860716,9,2.36991446055668e+19,2.63323828950743e+18,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666870055327,9,1.99183012548524e+19,2.21314458387249e+18,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666882186313,9,1.67406348120667e+19,1.86007053467408e+18,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666895040844,9,1.40699174235879e+19,1.56332415817643e+18,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666908662074,9,1.1825273012972e+19,1.31391922366355e+18,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666923095735,9,9.9387279881332e+18,1.10430310979258e+18,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666938390282,9,8.3531529627499e+18,9.28128106972211e+17,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666954597062,9,7.0205326609999e+18,7.80059184555544e+17,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666971770485,9,5.90051198105422e+18,6.55612442339358e+17,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666989968206,9,4.95917380043298e+18,5.5101931115922e+17,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667009251318,9,4.16801202223276e+18,4.63112446914751e+17,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667029684559,9,3.50306825032215e+18,3.8922980559135e+17,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667051336528,9,2.94420628492611e+18,3.27134031658457e+17,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667074279914,9,2.47450237137546e+18,2.74944707930607e+17,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667098591744,9,2.07973267101827e+18,2.31081407890919e+17,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667124353638,9,1.74794255658738e+18,1.9421583962082e+17,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667151652083,9,1.4690845787239e+18,1.63231619858211e+17,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667180578726,9,1.23471420746833e+18,1.37190467496481e+17,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66666721123068,9,1.03773411208519e+18,1.15303790231688e+17,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66666724371085,9,8.72179235247373e+17,9.69088039163748e+16,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667278128279,9,7.33036153175521e+17,8.14484614639468e+16,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667314598514,9,6.1609126196082e+17,6.84545846623134e+16,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667353243992,9,5.17803171620853e+17,5.75336857356503e+16,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667394194455,9,4.35195469770324e+17,4.83550521967026e+16,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667437587381,9,3.6576658597084e+17,4.06407317745378e+16,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667483568452,9,3.07414037295726e+17,3.41571152550806e+16,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667532292033,9,2.58370760440941e+17,2.87078622712157e+16,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667583921701,9,2.17151601037772e+17,2.41279556708635e+16,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667638630787,9,1.82508338602651e+17,2.02787042891834e+16,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667696602962,9,1.53391887547108e+17,1.70435430607898e+16,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66666775803285,9,1.28920528029206e+17,1.43245031143563e+16,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667823126684,9,1.08353205472007e+17,1.20392450524452e+16,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667892102997,9,9.10670894932995e+16,1.01185654992555e+16,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667965193359,9,7.65387128465712e+16,8.50430142739679e+15,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666668042643148,9,6.43281197259388e+16,7.14756885843764e+15,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66666812471238,9,5.40655425759716e+16,6.00728250844129e+15,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666668211676578,9,4.54402047780223e+16,5.04891164200248e+15,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666668303827701,9,3.81909094150267e+16,4.24343437944741e+15,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666668401475117,9,3.20981296439334e+16,3.56645884932593e+15,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666668504946651,9,2.69773608108087e+16,2.9974845345343e+15,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666668614589678,9,2.26735332119347e+16,2.51928146799274e+15,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666668730772293,9,1.90563161864172e+16,2.11736846515746e+15,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666668853884545,9,1.60161713696802e+16,1.77957459663114e+15,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666668984339748,9,1.34610355892234e+16,1.49567062102482e+15,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666669122575868,9,1.13135329801541e+16,1.25705922001713e+15,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666669269056992,9,9.50863182057406e+15,1.05651464673045e+15,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666669424274889,9,7.99167522874875e+15,887963914305416,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666669588750657,9,6.71672599896191e+15,746302888773544,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666669763036477,9,5.64517551840691e+15,627241724267433,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666669947717462,9,4.74457459527226e+15,527174955030250,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666670143413626,9,3.98765081532894e+15,443072312814326,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666670350781961,9,3.35148266986077e+15,372386963317863,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666670570518648,9,2.81680542888642e+15,312978380987379,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666670803361388,9,2.36742775910837e+15,263047528789818,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666671050091883,9,1.98974141013531e+15,221082378903922,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66667131153846,9,1.67230912226323e+15,185812124695913,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666671588578849,9,1.4055182772651e+15,156168697473899,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666671882143135,9,1.18128980471499e+15,131254422746109,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666672193216873,9,992833527593510,110314836399278,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666672522844405,9,834442538441126,92715837604568.5,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666672872132358,9,701320380314569,77924486701617.8,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666673242253367,9,589435798257360,65492866473039,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666673634450005,9,495400662639264,55044518071028.3,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66667405003896,9,416367368371230,46263040930135.6,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66667449041545,9,349942602461331,38882511384591.4,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666674957057912,9,294114868449599,32679429827732.2,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666675451532965,9,247193573380674,27465952597851.6,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666675975500663,9,207757832687850,23084203631982.4,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666676530720078,9,174613442097404,19401493566377.3,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666677119055197,9,146756714362468,16306301595828.8,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666677742481186,9,123344085126677,13704898347407.5,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666678403091018,9,103666567766203,11518507529577.1,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666679103102497,9,87128283559456.9,9680920395494.21,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666679844865711,9,73228417050739.2,8136490783414.46,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666680630870915,9,61546050143495.1,6838450015942.89,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666681463756893,9,51727415722215.2,5747490635800.69,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666682346319819,9,43475184722873,4830576080318.23,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666683281522644,9,36539462313459.6,4059940257050.07,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666684272505039,9,30710220491782.9,3412246721308.22,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666685322593942,9,25810937944246,2867881993804.11,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666686435314721,9,21693254571823.3,2410361619090.48,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666687614403016,9,18232478799806.8,2025830977755.31,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666688863817274,9,15323811634003.3,1702645737110.48,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666690187752041,9,12879173105247.2,1431019233915.36,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666691590652045,9,10824535009095.6,1202726112120.73,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666693077227118,9,9097679165858.24,1010853240649.92,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666694652468004,9,7646313315031.78,849590368335.864,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66669632166312,9,6426487589633.52,714054176624.947,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666698090416304,9,5401263618614.65,600140402067.295,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666699964665634,9,4539595952412.55,504399550267.061,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66670195070336,9,3815391940214.37,423932437800.596,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666704055197027,9,3206721589461.59,356302398828.065,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666706285211866,9,2695153479567.52,299461497728.724,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666708648234505,9,2265196620203.85,251688513354.983,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666711152198109,9,1903831352874.47,211536816985.052,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666713805509012,9,1600115089495.74,177790565498.527,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666716617074936,9,1344850949065.63,149427883228.515,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.6667195963349,9,1130309258374.57,125589917596.174,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666722753290909,9,949993482880.637,105554831430.182,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666726098541527,9,798443499454.866,88715944382.874,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666729643317467,9,671070253918.34,74563361545.4822,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666733399519287,9,564016796374.691,62668532929.5212,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666737379757347,9,474041486069.814,52671276228.9794,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666741597394146,9,398419829065.642,44268869895.1825,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666746066589179,9,334861976125.304,37206886235.1448,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666750802346474,9,281443382486.208,31271486941.9119,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666755820564966,9,236546529727.851,26282947746.539,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666761138091871,9,198811944964.048,22090216106.1165,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666766772779247,9,167097034124.129,18566337123.9032,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666772743543927,9,140441482701.964,15604609188.1071,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666779070431024,9,118038176238.8,13115352914.4222,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666785774681232,9,99208759960.6979,11023195550.1887,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666792878802131,9,83383097464.1701,9264788606.13001,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66680040664375,9,70082006419.6813,7786889601.18681,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666808383478639,9,58902748501.5569,6544749832.50632,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666816836086713,9,49506834149.0542,5500759348.89491,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666825792845157,9,41609772869.062,4623308095.56245,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666835283823696,9,34972458697.2373,3885828743.13748,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666845340885544,9,29393929958.6019,3265992216.62244,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666855997794376,9,24705284080.1926,2745031563.46584,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666867290327678,9,20764563185.7709,2307173686.30788,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666879256396864,9,17452455601.9021,1939161732.54467,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666891936174548,9,14668683110.4247,1629853677.93608,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666905372229415,9,12328964547.7428,1369884948.74921,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666919609669129,9,10362463805.5362,1151384866.2818,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666934696291775,9,8709644954.65534,967738327.295038,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666950682746323,9,7320469542.9866,813385503.776289,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666967622702667,9,6152881479.70211,683653496.744679,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666985573031808,9,5171533626.24819,574614846.360911,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667004593996783,9,4346717534.69808,482968613.966454,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667024749454976,9,3653463924.4821,405940435.053567,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667046107072505,9,3070786659.79062,341198516.754513,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667068738551391,9,2581047334.53579,286783036.170644,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667092719870275,9,2169421224.36343,241046801.707048,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667118131539495,9,1823448434.49487,202605380.610541,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667145058871377,9,1532656652.08142,170295182.564602,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667173592266644,9,1288244079.99168,143138230.110187,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667203827517915,9,1082812951.26215,120312549.140239,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667235866131295,9,910145555.137201,101127282.904133,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667269815667157,9,765015992.816809,85001775.9796455,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667305790101244,9,643031963.004218,71447994.8893576,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667343910207308,9,540501786.635233,60055753.0705815,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667384303962572,9,454322644.433745,50480292.8259716,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667427106977381,9,381886643.246687,42431848.2496319,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66747246295047,9,321001866.988137,35666873.109793,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667520524151393,9,269826021.735094,29980668.0816771,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667571451931725,9,226810665.883062,25201184.098118,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667625417266748,9,190654336.762398,21183814.195822,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66768260132946,9,160263154.505961,17807016.167329,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667743196098802,9,134717710.362664,14968633.4847405,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667807405004176,9,113245236.931495,12582803.1034995,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667875443608401,9,95196217.7282731,10577356.5253637,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667947540331402,9,80024727.9079063,8891635.43421181,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.668023937217061,9,67271910.9409222,7474655.77121358,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.668104890745814,9,56552090.9917387,6283564.66574874,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.668190672695706,9,47541100.5500645,5282343.50556272,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66828157105481,9,39966469.9389753,4440717.88210837,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.668377890988062,9,33599181.6948646,3733241.41054051,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.668479955861763,9,28246740.1944583,3138525.68827314,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.668588108329191,9,23747346.7245864,2638593.0805096,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.668702711480957,9,19965003.6593424,2218332.73992693,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.668824150063978,9,16785399.5381924,1865043.39313249,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.668952831773153,9,14112450.4809936,1568049.05344373,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.669089188620082,9,11865393.2461621,1318376.02735135,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.669233678383419,9,9976341.93893183,1108481.43765909,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.669386786145729,9,8388234.41325422,932025.045917135,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.669549025922018,9,7053106.20809744,783677.467566382,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.669720942385384,9,5930639.77445975,658958.974939972,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.669903112695601,9,4986945.08292711,554104.009214123,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.670096148436769,9,4193534.70602825,465947.300669805,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.670300697670525,9,3526462.35648659,391828.150720732,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.670517447111728,9,2965598.81039668,329509.978932964,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.670747124433902,9,2494023.30289495,277112.700321661,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.67099050071219,9,2097511.97914464,233055.886571626,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.671248393012015,9,1764107.9211122,196010.991234689,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.671521667132144,9,1483759.73967423,164861.193297137,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.671811240511352,9,1248017.79682162,138667.644091292,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.67211808530846,9,1049778.86690495,116641.096322772,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.672443231666078,9,883071.511840411,98118.0568711568,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.672787771169006,9,742875.677329301,82540.7419254779,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.673152860508921,9,624971.052733757,69440.2280815286,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.673539725367628,9,525809.60766771,58422.2897408567,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.673949664531935,9,442408.449930451,49155.4944367168,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.674384054253956,9,372259.764299106,41361.196033234,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.674844352871474,9,313255.108502659,34805.1231669622,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.675332105703892,9,263621.777078925,29290.308564325,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.675848950240194,9,221869.30891033,24651.1454344811,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.676396621636343,9,186744.521098007,20748.3912331119,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.676976958540561,9,157193.709754193,17464.9677504659,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.677591909266059,9,132330.8750773,14702.4305641444,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.67824353833194,9,111411.010283668,12378.0011426298,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.678934033394218,9,93807.6471194497,10422.0719021611,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.679665712590243,9,78993.979400982,8776.10882233133,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.680441032321174,9,66526.9942276148,7390.88824751276,FLOAT
